	DZQV_CD8_naive	DZQV_CD8_CM	DZQV_CD8_EM	DZQV_CD8_TE	DZQV_MAIT	DZQV_VD2+	DZQV_VD2-	DZQV_TFH	DZQV_Treg	DZQV_Th1	DZQV_Th1/Th17	DZQV_Th17	DZQV_Th2	DZQV_CD4_naive	DZQV_Progenitor	DZQV_B_naive	DZQV_B_NSM	DZQV_B_Ex	DZQV_B_SM	DZQV_Plasmablasts	DZQV_C_mono	DZQV_I_mono	DZQV_NC_mono	DZQV_NK	DZQV_pDC	DZQV_mDC	DZQV_Neutrophils	DZQV_Basophils	925L_CD8_naive	925L_CD8_CM	925L_CD8_EM	925L_CD8_TE	925L_MAIT	925L_VD2+	925L_VD2-	925L_TFH	925L_Treg	925L_Th1	925L_Th1/Th17	925L_Th17	925L_Th2	925L_CD4_naive	925L_CD4_TE	925L_Progenitor	925L_B_naive	925L_B_NSM	925L_B_Ex	925L_B_SM	925L_Plasmablasts	925L_C_mono	925L_I_mono	925L_NC_mono	925L_NK	925L_pDC	925L_mDC	925L_Neutrophils	925L_Basophils	9JD4_CD8_naive	9JD4_CD8_CM	9JD4_CD8_EM	9JD4_CD8_TE	9JD4_MAIT	9JD4_VD2+	9JD4_VD2-	9JD4_TFH	9JD4_Treg	9JD4_Th1	9JD4_Th1/Th17	9JD4_Th17	9JD4_Th2	9JD4_CD4_naive	9JD4_CD4_TE	9JD4_Progenitor	9JD4_B_naive	9JD4_B_NSM	9JD4_B_Ex	9JD4_B_SM	9JD4_Plasmablasts	9JD4_C_mono	9JD4_I_mono	9JD4_NC_mono	9JD4_NK	9JD4_pDC	9JD4_mDC	9JD4_Neutrophils	9JD4_Basophils	G4YW_CD8_naive	G4YW_CD8_CM	G4YW_CD8_EM	CYFZ_PBMC	FY2H_PBMC	FLWA_PBMC	453W_PBMC	684C_PBMC	CZJE_PBMC	G4YW_CD8_TE	G4YW_MAIT	G4YW_VD2+	G4YW_VD2-	G4YW_TFH	G4YW_Treg	G4YW_Th1	G4YW_Th1/Th17	G4YW_Th17	G4YW_Th2	G4YW_CD4_naive	G4YW_Progenitor	G4YW_B_naive	G4YW_B_NSM	G4YW_B_Ex	G4YW_B_SM	G4YW_Plasmablasts	G4YW_C_mono	G4YW_I_mono	G4YW_NC_mono	G4YW_NK	G4YW_pDC	G4YW_mDC	G4YW_Neutrophils	G4YW_Basophils	DZQV_PBMC	925L_PBMC	9JD4_PBMC	G4YW_PBMC	4DUY_PBMC	36TS_PBMC	CR3L_PBMC	ensembl_gene_id	external_gene_name	gene_biotype
449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.665807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.508157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.590328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000117148	ACTL8	protein_coding
450.0	0.332247	0.100622	0.0896294	0.0	0.0	0.0	0.0	0.0	0.0	0.0688257	0.0	0.0513976	0.0	0.0	0.0	0.0	0.0566967	0.0529046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129303	0.0	0.0	0.0	0.0	0.0	0.103355	0.0993223	0.0	0.0	0.0	0.0	0.0	0.0	0.0580839	0.118784	0.0	0.0	0.0	0.0623343	0.0	0.0	0.138073	0.0	0.0526917	0.0	0.0	0.0	0.0	0.0	0.0	0.0680648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0495014	0.0	0.0	0.0	0.0	0.0760556	0.196212	0.0	0.0	0.0829843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0734822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179066	0.0	0.0	0.490024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000117154	IGSF21	protein_coding
478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7704	0.0	0.0	0.0	0.0	0.0225022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.1614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0196382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.70185	0.0	0.0	0.0	0.0	0.0	0.0	0.194479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32939	0.0	0.0	0.0	0.303668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.3212	0.362941	0.0	0.128669	0.214937	0.312788	0.303713	0.0	ENSG00000179023	KLHDC7A	protein_coding
433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000009709	PAX7	protein_coding
477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0492028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	ENSG00000179002	TAS1R2	protein_coding
465.0	2.788301	0.673155	3.818837	2.325261	2.53973	0.398992	1.272541	2.927309	0.455682	1.31193	2.6174	0.0	1.418273	0.865345	17.516748	2.36384208	5.072297	3.97418	0.500998	1.8245234	4.771560053	7.23778	5.31521	4.466962	6.605658	6.70466	0.0387855	1.133296	0.842755	2.351631	1.516988001	3.06981	2.352087	0.0	4.76294	1.35471	1.092537	0.0605505	0.0	0.588645	0.965345	0.0342299	0.0	24.717696	1.232468	3.99878	2.293570926	1.476431	0.927139	6.12112	5.11185	6.436143	2.7509476	8.619114	5.08124716	0.843441	4.506288	0.702906	1.729375	4.49274	2.370914	3.472241	2.76755	2.60971	1.347098	1.315767126	2.015258	0.0563125	1.630333074	1.96037	0.935975001	4.742667	24.262539	3.519932	1.591704	2.681239	0.718151	2.404675	4.4127759	2.542879	5.44240381	3.844154	12.118593	5.315236	0.3744314	2.794848	3.23302	1.199585	2.804866	4.556300057	1.724783	1.61245	3.93675	3.048899	2.4912377	1.821459	1.251341	0.962358	2.285279	0.916472	1.102843	0.952469	3.412716	0.438201	1.788359	0.609936	18.923384	1.301024	4.576579	0.8920575	3.95861	2.014610261	5.52849	6.193669675	5.87259	5.49013	10.16476	8.228151	0.650506	3.658481	2.73182	5.199374	2.169350326	3.69281	2.901105674	2.667983	3.32305	ENSG00000159423	ALDH4A1	protein_coding
472.0	0.931529	0.996036	2.01013	1.30783	4.07344	2.03952	2.59843	0.903729	1.32658	1.43089	0.904426	2.16981	1.67558	1.191449	3.47949	0.202333	1.198891	2.1758916	2.971926	0.5121645	1.300776	0.4318915	0.407223	1.7268653	0.805923	1.93004	0.0715239	0.3687126	1.05024	3.14983	3.0649	2.13395	2.8121	4.70612	2.78316	1.94702	2.309298	1.36412	2.71369	4.16518	3.93882	1.86954	4.05501	2.63341	0.47326	0.537592	0.139846	1.058904	0.319673	1.1945	2.64006	2.193098	2.79808	0.302695	4.155806	0.0243294	0.236418	2.30439	4.03795	2.05678	5.90242	6.38628	4.30404	2.88728	1.43449	3.25104	5.82781	4.29988	4.30066	2.73274	1.97246	5.64868	1.75535	2.839476	0.764418	1.77646	2.097846	0.298055	1.26133	0.5508898	0.307469	5.689809	2.100218	1.42743	0.0	0.18332	1.18075	3.309639	2.43251	0.955171	0.66058	1.68792	1.26983	2.244093	1.692877	2.22816	3.50232	2.271958	2.058812	1.782402	2.91063	1.87257	2.16978	2.99216	3.445126	0.99072	5.50583	0.3545544	1.474439	0.867431	0.5975306	0.536192	0.468994	0.362228	0.367586	1.97706	0.966229	0.607739	0.0	0.380731	1.59486	1.12251	2.034513	1.12258	1.718149	1.068029	0.3814367	ENSG00000169991	IFFO2	protein_coding
452.0	63.82571	62.523294	56.632664	38.951518	54.490614	48.066728	46.069488	41.770627	46.419962	58.46022	33.876376	41.636748	39.8394752	48.085251	88.506092	36.551961	41.644814	39.988105	35.140041	19.348881	21.681247	32.89135823	28.46438541	62.045123	47.9677202	42.2422877	24.644242	63.352496	59.8866394	61.227524	52.323013	52.699093	46.107159	70.907001	97.081398	38.9206847	51.4051423	76.262292	38.040532	49.721554	53.790201	34.4575419	54.067183	108.391212	42.173726	46.041708	32.9622002	37.923654	9.0114675	40.802474	41.276412	37.730837	57.855782	39.5252991	82.0318287	29.974884	55.652352	50.86382	92.493876	58.212214	64.1376855	38.829532	71.615287	59.548877	59.14733	61.944996	69.605455	55.73403	40.939352	56.98552836	61.077314	50.69547	101.072235	48.794169	53.81254	54.9573952	52.951743	9.590854	45.791397	30.07185718	40.760598	41.375491	61.8085743	37.635832	30.6052967	60.734984	44.965049	39.102598	75.855791	37.868472	35.834988	54.8722069	39.505522	30.327631	45.087284	44.847788	49.372111	71.541766	34.61477	47.614036	44.656653	44.265047	40.080416	60.884923	44.2150124	36.310769	120.678224	35.980934	27.366668	27.11947494	43.389649	11.6070472	59.120245	25.381529	25.544167	38.7019485	34.8691901	40.315271	47.455889	92.439206	41.223156	34.20688974	50.5761596	59.853476	30.3799916	42.4472467	43.544125	ENSG00000127481	UBR4	protein_coding
451.0	48.270458	34.4813923	30.616701	19.650673	37.458718	30.101065	29.684263	24.96206001	42.316484	23.97166	21.20072	36.105719	30.895166	43.994007	34.12062602	32.153726	31.46614443	24.923694	21.001128	24.4607008	23.931344	28.020027	22.566098	46.287736	36.464606	22.046061	2.1558642	15.88388265	44.4593	26.079793	32.1747875	39.756205	35.619828	27.85446007	31.019464	37.799599	29.28057927	38.125052	58.220302	31.8757989	24.90774	23.2933	27.193787	49.22133	49.53209789	22.442788	26.188719	22.03675112	14.1044923	27.556435	22.056126	25.470381	43.735312	30.5516337	19.59525	6.411005	11.748348	21.678574	34.36087	34.65977	38.095648	30.854985	42.81267	33.977604	36.189077	37.516084	35.004997	44.55149	34.014774	43.652444	29.286485	27.37585037	42.339176	28.537222	41.934324	42.326505	29.348384	20.427689	29.90725	33.242098	23.41624	52.238397	39.115027	41.559962	3.483211	18.343973	27.55404	27.400885	42.10266	25.457919	26.137806	22.506375	36.421322	26.54089466	23.083332	34.604422	34.49971	33.342731	32.527675	31.904243	23.167963	30.648595	33.660229	42.140931	23.294331	28.834058	31.913762	28.620305	34.908192	26.6802	12.094437	18.668365	30.05939	23.278387	21.152232	34.71042	35.814563	41.401298	7.041568	12.080797	19.393275	26.034192	22.605861	20.11542772	26.1477	24.088934	37.93047	ENSG00000127463	EMC1	protein_coding
435.0	32.54695	20.428199	11.95963	15.89185	22.026802	7.673649	27.123894	35.2131	23.60358	20.83732	24.9173	31.9973	11.604118	21.18292	28.26941	12.28536	22.56509	11.60765	17.20743	9.55218	3.47451	5.713805	6.90847	10.750828	17.972326	16.07739	0.361488	1.511	7.89168	9.14371	12.98872	7.8063	12.092629	13.7725	7.30024	16.021387	14.85391	8.401211	10.57843	10.167979	10.001221	29.05479	10.601578	11.7997	5.986633	16.163337	13.67098	17.99833	4.05558	5.42075	4.595737	5.89142	5.90884	10.822361	10.244538	0.228184	1.6482	25.89624	11.828925	8.18563	4.91825	19.2868	12.01826	9.10753	20.137283	11.44213	18.5817	15.38955	17.286975	14.66933	18.38674	12.95013	20.92195	18.761824	14.34039	6.40877	7.712765	7.073487	5.29171	13.820757	7.39877	10.64563	14.71928	11.031653	0.60485	1.46687	26.16302	24.09713	14.865185	18.880056	20.75118	9.989835	15.1546	22.251577	18.064819	14.421008	22.55693	19.18235	22.008143	15.04054	23.18424	22.969145	20.890555	21.3707	18.91864	20.06911	21.13193	21.49498	28.253801	17.63876	15.57207	2.98497	7.57623	8.9841	3.43428	8.956614	18.10074	16.952103	0.387167	1.12487	14.397581	7.199605	12.09472	11.19863	6.409734	10.373275	21.21819	ENSG00000053372	MRTO4	protein_coding
652.0	2.789081	5.52433	7.78156	3.94521	1.86617	3.2001635	4.330289	2.32649	4.881626	8.84928	2.778868	5.03975	4.799105	3.040323	4.028724	1.80076	4.992395245	7.92622	3.571368	0.0713845	3.203325	2.379224	5.478462	2.4092	5.608103	3.5189007	7.830736	12.1771	10.493119	4.189884	6.767697	1.510636	5.888002	2.031092	3.076217	1.5943363	4.1078497	7.913331	7.498619	2.840272	6.078483	5.804031	2.616189	7.259507	4.71781	2.318752	3.460784	4.878163	0.618635	1.227605	2.042632	3.91537	5.251415	4.096951	2.94333	9.371844	7.896628	2.511874	2.668812	2.441734	1.659905	2.605729	0.758618	1.667187	6.730286	2.615984523	2.340812	3.585302	2.111651	4.766348	0.660707	3.864775	3.42484	3.144207	2.353364	2.574266	5.814601	2.032022	2.70358	3.054981	5.834761	6.40376	5.710206	4.90877	16.411091	8.50921	7.05442	4.89975	3.776331	6.186249	1.287862	4.271371	3.19183	1.489937	2.374695	4.632871	3.37071	2.795641	2.73863	3.569374	7.910759	1.84765	2.636546	4.209955	2.9991115	3.513144	4.623912	1.282821	3.190726	3.170674	2.408836	0.350243	5.266299	2.5903103	2.487239	2.748314	1.75683	1.887956	9.800586	9.734329	2.607599	5.489012	0.0489777	2.810103	2.20465	2.004128	4.442653	ENSG00000211454	AKR7L	protein_coding
616.0	0.21301	0.0	0.0	0.0	0.555945	0.21127	0.294145	0.364057	0.352272	0.0760226	0.329633	1.64194	0.948229	0.499788	0.664568	0.294763	0.0669833	0.0	0.14211	0.139795	0.0706025	0.302071	0.0	0.0	2.02181	0.0	0.0	0.0	0.303961	0.0	0.0893523	0.10582	0.453008	1.59903	0.0	1.09569	0.724415	0.0	0.0953071	0.782468	0.0	3.43214	1.52167	2.54489	0.133909	0.0	0.459231	0.454867	0.0	0.129264	0.0	0.361329	0.898299	0.0	0.186455	0.0	0.0	0.776588	0.731266	0.0	0.0	0.0	0.929106	0.0925026	0.342543	1.0915	0.130249	0.822395	1.03282	1.35681	0.238424	1.77797	0.542601	2.72156	0.803171	0.0	0.714245	0.135377	0.793026	0.0	0.0	0.427036	0.664987	0.132399	0.247393	0.0	0.320275	0.0	0.354242	0.437206	0.0	0.17423	0.0589907	0.0	0.653665	0.182209	0.165171	1.41169	0.51521	0.463741	0.0	0.156345	0.685489	0.0812925	0.269512	1.57015	0.399109	0.358686	1.26363	0.666051	0.078142	0.26477	0.093407	0.11977	0.615943	0.196571	0.133953	0.0	0.0	0.0	0.766325	0.147097	0.267968	0.857089	0.487316	0.280545	0.319812	ENSG00000162482	AKR7A3	protein_coding
581.0	6.570040003	34.85246	72.00662	45.4642	47.13228	50.4925	59.046403	6.123509	44.2719	57.16686	45.4546	54.81583	45.980705	47.7908	90.48072	48.124526	57.08794	45.442262	58.65829	27.122588	38.5545	25.7937	30.50788	60.16406	92.727303	81.709377	0.929715	0.70697	25.10401	36.5426	76.9316	74.683554	64.254097	52.984195	32.5972	43.98754	59.97583	33.592824	31.126509	32.716	57.3146	52.34158	38.775791	39.167674	25.4423	43.9181	34.600685	33.869876	23.174413	56.47098	31.876465	32.1863	44.084962	99.108652	68.2428	2.684267	1.35598	57.464189	31.6928	43.23288	34.779826	54.4877	48.8333	66.705563	51.037376	49.344614	36.31614	53.143414	39.1409	50.005631	54.11848	78.853182	77.2814	39.23701	36.946266	33.928869	41.620764	13.962643	59.483196	52.8555	55.06398	74.47352	77.4673	96.480532	2.48055	2.028436	49.0868	55.782843	57.266427	75.73166	47.551	44.89054	49.3509	63.7186	64.558404	67.685539	67.273067	73.562	70.49005	65.273	70.18408	78.971351	46.89448	51.525253	57.26182	59.22366	87.69208	51.707104	84.949347	56.667376	47.5163	18.4989	57.7852	68.970457	54.16704	67.52424	93.98555	103.181669	3.18039	3.692089	71.836313	52.98463	61.021364	64.593854	83.22465	69.556367	46.1903	ENSG00000053371	AKR7A2	protein_coding
580.0	4.65433	9.97823	3.43621	10.791945	4.94527	7.66634	8.33575	4.501811	5.56261	4.348291	8.300901	10.57909	4.91904237	3.55017	5.870795	18.09074	19.04809745	5.716252	7.568427	3.312686	7.862631	9.671775	5.92377	7.873036	15.772176	16.448488	3.336638	3.103467	7.18256	4.5502693	10.0402	12.11025001	3.59678	5.15801796	13.83367	4.3642882	5.06095	6.291004	4.025047	13.90439	3.598748	4.173468	18.20339	9.624363339	13.5461245	5.705621	4.04451	26.67029408	1.3293993	13.166214	10.865989	14.493162	10.347837	30.357163	26.353223	4.27473	2.787023	9.11281	5.76412	5.12705766	11.743284	12.61507331	12.835894	13.57630164	4.965253	7.446038	6.24916	7.989241	5.634947	7.685915	6.305827	6.397537	16.37961	15.76481728	10.254494	17.08574	13.17119	4.368057	18.98845	19.11356	6.719968	8.242978	33.32326903	32.94866422	5.740719	1.889101	3.323784	6.188128	5.251744	10.051541	10.22099	7.811681	9.725275	9.549526	7.18598	8.228437	6.18971	8.260059	9.43628853	4.40682	10.777602	4.924363882	9.134172	5.844353	3.744568	3.818	23.198439	13.513921	15.0409	11.071781	12.762797	3.481893	17.519595	16.429937	14.20674	14.482749	28.26591	28.34663	6.846088	2.34124	8.777546	6.911868	9.014773	12.239436	11.95153	9.031284	8.066786	ENSG00000040487	SLC66A1	protein_coding
587.0	215.65411	363.07521	576.18449	425.54323	340.7828	400.97938	417.63443	320.59693	349.92005	391.21966	599.2398	586.82282	440.95241	364.833	233.33261	262.76169	241.025323	330.35683	393.95293	135.116737	405.681	435.54077	504.35691	445.66848	270.643253	459.13016	300.62257	296.11098	291.18573	486.4949	646.0994	542.83381	475.67143	530.89007	420.14761	608.8422	540.341409	451.78921	325.91357	532.89602	475.98873	437.60565	449.3068	229.07402	204.75575	387.63713	363.62169	459.80857	103.793067	497.24561	608.35468	686.071851	453.51232	423.36127	422.33438	420.58966	488.53474	486.56887	390.22886	561.44408	556.43916	510.57652	439.057259	609.392992	565.79594	402.28334	480.69165	488.727488	545.94699	584.29944	380.98083	562.15574	287.6084	300.33512	277.62978	261.323015	352.86219	84.433568	485.4015	677.661914	833.575125	556.37916	341.409663	481.71277	623.59955	520.14264	403.13363	507.90881	351.81484	529.39426	572.06758	465.41986	511.59953	500.81489	537.355327	484.63571	363.46819	376.97496	549.44079	528.93159	472.31299	478.77411	419.57079	409.92614	465.8516	424.32911	337.67229	291.26308	339.13485	348.01771	348.959	79.484971	428.08246	727.97634	814.24117	578.69615	375.91995	416.82632	521.04402	481.30992	409.05671	445.657459	464.98513	528.08479	487.34683	531.97819	425.17236	ENSG00000077549	CAPZB	protein_coding
626.0	83.5204094	88.918496	34.858844	74.51588	47.06342	74.56243	48.558381	74.344797	107.53367	77.60805	51.942365	60.90775	78.217309	115.638596	17.90456778	48.5390926	40.504194	37.65491	26.607229	7.521717	38.65398	73.071727	71.29961	52.012321	31.013853	21.14337	15.572265	19.908613	114.2998197	92.971197	52.604659	52.221696	33.27826	57.322977	77.82206	79.770337	101.04792	106.293341	97.00594	116.03257	87.418686	72.015633	48.374232	47.81111	89.202073	39.31019	70.039122	39.57752179	11.4742513	23.425356	72.84584	55.243253	54.969523	29.8062	72.922812	18.665197	22.620249	53.15919	84.71446	47.43072	78.85349	41.320173	46.22571	43.26174	60.567645	95.271645	91.59427	115.48864	97.19517	70.18958	106.863059	41.26576419	31.097894	53.680405	56.142176	64.433019	73.47361	28.054167	41.402749	61.77799	56.548709	35.828292	56.163665	52.670882	14.816969	20.43265	81.9670269	40.2823	51.47735	43.729692	44.19282	70.726225	58.44886	51.44195	53.71923	38.44849471	33.451812	40.40933	38.99186	50.67496477	58.94772728	83.41037	66.140727	70.061523	83.21027	93.29639	28.51579105	51.25057401	41.741561	37.932581	49.152268	17.48116	45.17208616	71.79973	70.15658	49.49625	37.393709	40.845229	6.20388928	22.983848	35.98682392	40.1234323	76.527145	53.03647	39.941984	39.90189701	43.394207	ENSG00000173436	MICOS10	protein_coding
714.0	0.0	0.0	0.285761	0.0	0.0	0.0	0.0	0.802674	0.327346	0.401588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0596386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120942	0.0	0.0	0.0674817	0.0	0.0	0.0478466	0.0	0.0	0.0	0.0	0.0956323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150605	0.943917	0.428149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188326	0.0	0.0	0.0	7.77e-07	0.307703	0.00430006	0.0	0.10956	0.0	0.0	0.152717	0.0	0.0	0.0	0.0	0.0	0.0859605	0.241654	0.0	0.0	0.0	0.0	0.0	0.0	0.108934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95e-07	0.0	0.0	ENSG00000270136	MICOS10-NBL1	protein_coding
609.0	0.778025	1.12953	1.41458	2.09299901	1.489398	0.320092	0.0	2.7011552	0.157472	0.0	1.339221	4.090001	1.963538	2.331366	1.0727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.603064	1.37776	0.0	0.0	0.0	0.0	0.549241	0.0	0.0	0.475983	0.431118	0.664755	0.0	0.0	0.0566006	1.01829	0.0	0.0	0.0872253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.742842	0.203384	1.344612227	1.11151	0.0	0.0	0.176021	1.656894	1.285137	1.844345	3.13242	2.53634	0.299157	1.085508	2.19629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0655297	0.0	0.0	0.0522165	0.0	0.0	0.0	0.148497	0.0	0.59937	1.383894	0.0	0.572016	0.0	0.0	0.0	0.0	0.345693	0.0	0.0	0.356989	0.251237	0.782438	0.0	0.201886	0.0	1.490299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.938265	0.0	0.504237	0.141303	0.3701883	0.724855044	0.499246	ENSG00000158747	NBL1	protein_coding
610.0	0.0	0.18493	0.167657	0.0	0.938311	0.0	0.0	0.0758132	0.58955	0.255367	0.239213	1.74663	1.13379	0.632753	0.0	0.0	0.0	0.947802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29467	0.0	0.0	0.441295	0.107298	0.146131	0.0	0.82408	0.0	0.0	0.0	0.0	0.0	0.0	0.111989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188543	0.0	0.0	0.0	0.0	0.0	0.41092	0.378367	0.116857	3.98221	0.649626	0.0	0.749358	0.720643	1.26251	1.59225	1.54464	1.3051	1.84771	0.0711514	0.0	0.449329	0.0	0.062397	0.278506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0729368	0.0	0.0	0.248159	0.0	0.0989853	0.0	0.0	0.0	0.518941	0.0712467	0.0	0.155596	0.175337	0.0	0.0	0.068148	0.0	0.0	0.0	0.0	0.129363	0.101972	0.0	0.0	0.0	0.194109	0.0	0.0	0.0	0.0589256	0.0	0.184638	0.506968	0.0	0.990673	0.0	0.0	0.330692	0.533212	ENSG00000158748	HTR6	protein_coding
617.0	11.64698917	15.313309	16.991098	22.643954	17.862206	10.578443	15.523751	15.454382	19.04976	21.882136	23.040235	28.870241	26.12832	11.404839	12.08031191	15.005761	18.589699	20.65182	16.603001	7.375421	8.574739	16.55017	15.848107	20.240672	1.31176	20.875534	0.1818191	6.49761	13.781662	11.573854	14.911965	26.527838	13.289354	18.260786	20.37343	14.8013397	17.06457789	15.966968	26.98502	24.342964	15.4850209	15.062133	29.4409	12.93543576	10.675479	16.150884	6.1648082	17.502485	6.146451	8.746847	10.10882	12.940508	28.334347	1.860174	23.747391	0.0	3.471548008	15.665912	21.775841	21.050546	24.479397	19.061594	14.86138	17.148332	18.876749	17.04806	21.607799	13.18304	25.905692	15.824196	10.27456	19.135526	12.621747	12.833164	16.02317	13.92637045	15.518168	7.796383	9.630384	8.617794	9.850735	14.2513	0.938104	19.957204	0.29719584	7.389120003	10.577659	15.085448	20.089987	12.17346	14.526579	15.86913	12.5993146	19.121619	15.078023	21.540703	15.06013	12.058115	12.031216	18.89309	15.235304	20.175389	20.185686	16.94913341	26.024046	15.94424	15.646112	16.23123	20.50035	20.235644	25.952757	7.363584	11.702925	13.584982	14.527586	16.486035	1.186351937	25.32494	0.891291	7.434259	16.77668	10.574936	14.585693	11.590079	19.673515	8.406874	13.463532	ENSG00000162542	TMCO4	protein_coding
